lead_id,customer_id,vehicle_id,enquiry_date,status,dealer_name,state,notes,created_at,enquiry_month,enquiry_year,enquiry_quarter
221,124,5,2024-09-06,Rejected,Singapore Car Centre,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,9,2024,3
222,142,18,2024-02-12,New,Delhi Car Palace,Uttar Pradesh,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
223,71,18,2026-04-01,In-Progress,Delhi Car Palace,Rajasthan,Seed data lead v2,2026-07-10 09:27:06,4,2026,2
224,49,18,2024-03-11,New,Bengaluru Wheels,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,3,2024,1
225,128,11,2025-04-30,Converted,Tokyo Motors,West Bengal,Seed data lead v2,2026-07-10 09:27:06,4,2025,2
226,155,25,2024-12-09,Rejected,London Premium Cars,Florida,Seed data lead v2,2026-07-10 09:27:06,12,2024,4
227,67,7,2025-11-09,Converted,New York Auto Group,West Bengal,Seed data lead v2,2026-07-10 09:27:06,11,2025,4
228,48,11,2026-03-25,New,Singapore Car Centre,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,3,2026,1
229,139,18,2026-02-24,On-Hold,Delhi Car Palace,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,2,2026,1
230,10,18,2025-06-01,Converted,Delhi Car Palace,West Bengal,Seed data lead v2,2026-07-10 09:27:06,6,2025,2
231,17,15,2025-06-07,Converted,Tokyo Motors,Uttar Pradesh,Seed data lead v2,2026-07-10 09:27:06,6,2025,2
232,166,5,2024-01-22,On-Hold,Mumbai Auto Hub,Osaka,Seed data lead v2,2026-07-10 09:27:06,1,2024,1
233,133,22,2025-12-20,Converted,Sydney Prestige Cars,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,12,2025,4
234,5,10,2025-09-27,New,Tokyo Motors,Gujarat,Seed data lead v2,2026-07-10 09:27:06,9,2025,3
235,75,23,2024-01-24,On-Hold,Sydney Prestige Cars,Telangana,Seed data lead v2,2026-07-10 09:27:06,1,2024,1
236,88,20,2025-12-05,Rejected,Bengaluru Wheels,West Bengal,Seed data lead v2,2026-07-10 09:27:06,12,2025,4
237,40,2,2026-01-04,Rejected,Chennai Auto Park,Uttar Pradesh,Seed data lead v2,2026-07-10 09:27:06,1,2026,1
238,37,18,2024-03-19,Converted,Bengaluru Wheels,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,3,2024,1
239,98,12,2025-04-26,Converted,London Premium Cars,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,4,2025,2
240,55,18,2024-06-06,In-Progress,Delhi Car Palace,Delhi,Seed data lead v2,2026-07-10 09:27:06,6,2024,2
241,104,23,2026-01-12,Rejected,Mumbai Auto Hub,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,1,2026,1
242,126,22,2025-06-04,In-Progress,Delhi Car Palace,Telangana,Seed data lead v2,2026-07-10 09:27:06,6,2025,2
243,6,20,2024-10-29,Rejected,Tokyo Motors,Telangana,Seed data lead v2,2026-07-10 09:27:06,10,2024,4
244,85,12,2024-08-03,Rejected,Mumbai Auto Hub,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,8,2024,3
245,123,5,2024-10-03,New,Hyderabad Motors,Rajasthan,Seed data lead v2,2026-07-10 09:27:06,10,2024,4
246,104,11,2024-02-11,Rejected,Dubai Luxury Motors,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
247,151,2,2026-04-01,Converted,Sydney Prestige Cars,New York,Seed data lead v2,2026-07-10 09:27:06,4,2026,2
248,150,16,2024-02-16,New,Bengaluru Wheels,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
249,157,10,2025-11-13,Rejected,Delhi Car Palace,England,Seed data lead v2,2026-07-10 09:27:06,11,2025,4
250,83,14,2026-01-30,In-Progress,Bengaluru Wheels,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,1,2026,1
251,45,10,2025-09-11,New,London Premium Cars,Delhi,Seed data lead v2,2026-07-10 09:27:06,9,2025,3
252,12,16,2025-10-20,On-Hold,Dubai Luxury Motors,Telangana,Seed data lead v2,2026-07-10 09:27:06,10,2025,4
253,83,3,2024-03-23,Converted,Mumbai Auto Hub,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,3,2024,1
254,2,6,2025-01-28,Converted,Dubai Luxury Motors,West Bengal,Seed data lead v2,2026-07-10 09:27:06,1,2025,1
255,45,2,2024-01-25,New,Hyderabad Motors,Delhi,Seed data lead v2,2026-07-10 09:27:06,1,2024,1
256,113,13,2025-10-01,New,London Premium Cars,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,10,2025,4
257,19,16,2025-02-15,In-Progress,London Premium Cars,Telangana,Seed data lead v2,2026-07-10 09:27:06,2,2025,1
258,12,16,2026-04-10,Rejected,Singapore Car Centre,Telangana,Seed data lead v2,2026-07-10 09:27:06,4,2026,2
259,10,12,2024-01-31,Converted,Pune Car World,West Bengal,Seed data lead v2,2026-07-10 09:27:06,1,2024,1
260,77,14,2024-12-31,On-Hold,Delhi Car Palace,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,12,2024,4
261,75,2,2025-06-20,In-Progress,Pune Car World,Telangana,Seed data lead v2,2026-07-10 09:27:06,6,2025,2
262,11,21,2025-05-12,New,Sydney Prestige Cars,Delhi,Seed data lead v2,2026-07-10 09:27:06,5,2025,2
263,77,21,2026-04-27,Rejected,Pune Car World,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,4,2026,2
264,70,3,2026-05-19,In-Progress,Hyderabad Motors,Gujarat,Seed data lead v2,2026-07-10 09:27:06,5,2026,2
265,25,1,2025-01-06,New,New York Auto Group,Uttar Pradesh,Seed data lead v2,2026-07-10 09:27:06,1,2025,1
266,5,22,2024-02-09,In-Progress,Bengaluru Wheels,Gujarat,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
267,131,24,2024-11-29,In-Progress,Sydney Prestige Cars,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,11,2024,4
268,28,17,2024-09-12,Converted,Delhi Car Palace,Delhi,Seed data lead v2,2026-07-10 09:27:06,9,2024,3
269,86,23,2025-12-04,In-Progress,Delhi Car Palace,West Bengal,Seed data lead v2,2026-07-10 09:27:06,12,2025,4
270,64,6,2025-01-07,New,Mumbai Auto Hub,Karnataka,Seed data lead v2,2026-07-10 09:27:06,1,2025,1
271,48,2,2025-07-26,Rejected,Pune Car World,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,7,2025,3
272,67,25,2024-11-20,Rejected,Hyderabad Motors,West Bengal,Seed data lead v2,2026-07-10 09:27:06,11,2024,4
273,122,20,2024-07-27,New,Singapore Car Centre,West Bengal,Seed data lead v2,2026-07-10 09:27:06,7,2024,3
274,170,7,2026-05-22,New,London Premium Cars,Singapore,Seed data lead v2,2026-07-10 09:27:06,5,2026,2
275,137,18,2024-05-09,In-Progress,New York Auto Group,Rajasthan,Seed data lead v2,2026-07-10 09:27:06,5,2024,2
276,128,14,2025-02-25,New,Singapore Car Centre,West Bengal,Seed data lead v2,2026-07-10 09:27:06,2,2025,1
277,61,24,2026-05-13,On-Hold,Tokyo Motors,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,5,2026,2
278,105,3,2024-04-24,Rejected,Mumbai Auto Hub,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,4,2024,2
279,123,1,2024-02-17,In-Progress,Delhi Car Palace,Rajasthan,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
280,57,4,2024-02-22,On-Hold,New York Auto Group,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
281,154,16,2026-03-13,In-Progress,Bengaluru Wheels,Illinois,Seed data lead v2,2026-07-10 09:27:06,3,2026,1
282,111,25,2026-04-06,New,Bengaluru Wheels,Gujarat,Seed data lead v2,2026-07-10 09:27:06,4,2026,2
283,147,15,2025-02-08,Converted,New York Auto Group,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,2,2025,1
284,63,16,2026-05-20,In-Progress,Pune Car World,Rajasthan,Seed data lead v2,2026-07-10 09:27:06,5,2026,2
285,35,23,2025-09-29,Rejected,London Premium Cars,Gujarat,Seed data lead v2,2026-07-10 09:27:06,9,2025,3
286,107,13,2024-05-09,On-Hold,Mumbai Auto Hub,Karnataka,Seed data lead v2,2026-07-10 09:27:06,5,2024,2
287,101,19,2024-10-25,New,Mumbai Auto Hub,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,10,2024,4
288,50,24,2024-07-18,Rejected,Tokyo Motors,Gujarat,Seed data lead v2,2026-07-10 09:27:06,7,2024,3
289,45,1,2024-02-13,On-Hold,Chennai Auto Park,Delhi,Seed data lead v2,2026-07-10 09:27:06,2,2024,1
290,107,6,2025-01-25,On-Hold,Singapore Car Centre,Karnataka,Seed data lead v2,2026-07-10 09:27:06,1,2025,1
291,100,14,2025-07-26,In-Progress,Sydney Prestige Cars,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,7,2025,3
292,153,14,2024-10-08,Converted,Sydney Prestige Cars,Texas,Seed data lead v2,2026-07-10 09:27:06,10,2024,4
293,27,5,2025-11-29,Rejected,Sydney Prestige Cars,Uttar Pradesh,Seed data lead v2,2026-07-10 09:27:06,11,2025,4
294,15,22,2024-08-06,In-Progress,Chennai Auto Park,Delhi,Seed data lead v2,2026-07-10 09:27:06,8,2024,3
295,146,21,2024-08-06,On-Hold,Dubai Luxury Motors,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,8,2024,3
296,70,26,2026-03-15,On-Hold,Delhi Car Palace,Gujarat,Seed data lead v2,2026-07-10 09:27:06,3,2026,1
297,90,10,2024-10-19,On-Hold,Sydney Prestige Cars,Delhi,Seed data lead v2,2026-07-10 09:27:06,10,2024,4
298,61,26,2026-05-01,Converted,Singapore Car Centre,Maharashtra,Seed data lead v2,2026-07-10 09:27:06,5,2026,2
299,82,20,2026-05-05,Converted,Chennai Auto Park,Tamil Nadu,Seed data lead v2,2026-07-10 09:27:06,5,2026,2
300,12,3,2024-08-21,Converted,Pune Car World,Telangana,Seed data lead v2,2026-07-10 09:27:06,8,2024,3
301,151,5,2026-07-10,New,Hyderabad Motors,Telangana,,2026-07-10 15:44:34,7,2026,3
302,171,7,2026-07-13,Converted,Hyderabad Motors,Telangana,,2026-07-13 04:55:12,7,2026,3
